NPC/Room/GroceryStorePainting/Ch45,Фарба розпливлася... Але чому?
NPC/Room/HillPainting/Ch45,"Не можу розібрати, як вона виглядала раніше..."
NPC/Room/Light/Ch45,"Світло ввімкнене. Якщо вимкну,
нічого не побачу."
NPC/Room/Memo/Ch4,"Тут нічого не знайти. Мабуть,
варто пошукати деінде."
NPC/Room/MissingCatLock/Ch45,"Тут нічого не змінилося.
Мабуть, варто пошукати деінде."
NPC/Room/OutsideDoor/Ch4/After,Досі не відчиняються...
NPC/Room/StreetPainting/Ch45,Хтось замалював початкову картину...
NPC/Room/SunFlowerLock/Ch45,Зараз не час розглядати цю скриньку.
NPC/Room/ToDoList/Ch45,На блокноті сині стрілки.
NPC/Room/UmbrellaOilPainting/Ch45,Постаті на картині геть розмиті...
NPC/Room/Window/Ch4/start,"Вікна наче забиті. Усе, що я бачу, —
це текстура дерева..."
NPC/Storeroom/Ceiling/Ch4,"На стінах висить безліч картин. Між ними
стеля така висока, що я не бачу її верху."
NPC/Storeroom/RadioPainting/Ch4,Високо на стіні картина з касетним програвачем.
NPC/Room/Computer/Ch4/After,Раніше я знайшла тут іще один фрагмент.
Item/AmberLetter_1/Desc,"Це її записка для J із синім колом.
Виходить, вони були сусідами?"
Item/AmberLetter_1/Title,Записка від Ембер (із синім колом)
Item/AmberLetter_2/Desc,"Вони познайомилися завдяки дощу. Це підказка?
Підписано «Ембер», і є щось червоне й розмите."
Item/AmberLetter_2/Title,Записка від Ембер (червона)
Item/AmberLetter_3/Desc,"Це записка Ембер для J. Жовта частина
розпливлася. Яка ж із них «завершена картина»?"
Item/AmberLetter_3/Title,Записка від Ембер (жовта)
Item/Pigment_White/Desc,Білий — колір чистоти й досконалості.
Item/Pigment_White/Title,Біла фарба
Item/Sketch_Kitchen/Desc,"Кухня на малюнку здається знайомою.
Але шафку я не впізнаю."
Item/Sketch_Kitchen/Title,Малюнок кухні
Item/AmberPicture_Chip/Desc,"Фрагмент фото. Поки що не можу
розібрати, що на ньому."
Item/AmberPicture_A/Desc,"Старе фото. На ньому картина з квітковим полем.
Схоже, знімок зробили саме в цій кімнаті."
Item/AmberPicture_A/Title,Фрагмент старого фото
Puzzle/Painting/MainPainting/Correct/1,Це правильний колір!
Puzzle/Painting/MainPainting/Correct/2,"Так, саме те місце!"
Puzzle/Painting/MainPainting/Correct/3,Гарно виходить!
Puzzle/Repair/CatPainting/After,"Це та сама кішка, що з’явилася,
коли вони зустрілися. Невже це теж її робота?"
Puzzle/Repair/CatPainting/End,"Той несиметричний біло-рудий візерунок...
Ця кішка була там, коли вони зустрілися."
Puzzle/Repair/CatPainting/Start,"Це картина під назвою «Кішка».
Та сама кішка, що їх поєднала."
Puzzle/Repair/SunFlowerPainting/After,"Її картина із соняшниками. Саме звідси він
черпав натхнення, і саме тут усе почалося."
Puzzle/Repair/SunFlowerPainting/End,"То он звідки знайомий соняшник...
Це була одна з її картин..."
Puzzle/Repair/SunFlowerPainting/Start,Це картина «Соняшники».
Puzzle/Lock/GeometricLock/FinalStep,"Кожній записці відповідає фігура свого кольору.
А ті, що в будинках... невже це вони?"
Puzzle/Lock/GeometricLock/Start,"Розташування підписів наче пов’язане
з геометричними фігурами. Варто спробувати."
Puzzle/Repair/KitchenPainting/After,"Я пам’ятала це інакше.
Мабуть, варто ще раз оглянути кухню."
Puzzle/Repair/KitchenPainting/End,"Я пам’ятала це інакше.
Мабуть, варто ще раз оглянути кухню."
Puzzle/Repair/KitchenPainting/Start,Невже це... моя кухня? Дуже схоже.
Puzzle/Lock/KitchenLock/FinalStep,"Малюнки й фігури в записках позначають
різні події. Що ж сталося з тими двома?"
Puzzle/Lock/KitchenLock/Start,"Той самий малюнок, що й на скриньці в кімнаті.
Здається, я знаю, що має бути ліворуч."
Puzzle/Routine/Night_RadioArrow/Start,"Касета зникла! І я не пригадую
цих жовтих стрілок..."
Puzzle/Routine/Night_KitchenArrow/End,"Червоні стрілки. Чи вказують вони
на щось червоне в іншому місці?"
Puzzle/Routine/Night_KitchenArrow/Start,"Хтось переставив тарілку, а на тостері
якісь дивні позначки."
Puzzle/Routine/Night_CoffeeArrow/End,Зелені стрілки... Чи мають вони якийсь сенс?
Puzzle/Routine/Night_CoffeeArrow/Start,Під тарілкою якісь дивні позначки.
Puzzle/Repair/Sketch/After,"«1618», але чому саме ці чотири цифри...?"
Puzzle/Repair/Sketch/Correct,"Чи пов’язано це з позначками?
Невже знайдені позначки — це підказки?"
Puzzle/Repair/Sketch/End,"«1618», але чому саме ці чотири цифри...?"
Puzzle/Repair/Sketch/Incorrect,"Так це не працює.
Мабуть, потрібно більше підказок."
Puzzle/Repair/Sketch/Start,"Крапки різних кольорів. Чи є між
ними якийсь зв’язок?"
Puzzle/Lock/ComputerLock/End,"Я увійшла! Тут повідомлення для друку...
Роздрукую й подивлюся."
Puzzle/Lock/ComputerLock/Fail,Неправильний пароль. Увійти не вдалося.
Puzzle/Lock/ComputerLock/Start,"Як я могла забути пароль?
Де ж я його записала..."
Puzzle/Routine/Night_CoffeeArrow/After,"Позначки — це підказки до
пароля. Але хто їх тут лишив?"
Puzzle/Routine/Night_KitchenArrow/After,"Позначки — це підказки до
пароля. Але хто їх тут лишив?"
Puzzle/Notebook/PictureJigsaw/End/1,Невже на фото я...?
Puzzle/Notebook/PictureJigsaw/End/2,"Касетний програвач...
Невже це та картина високо на стіні?"
Puzzle/Notebook/PictureJigsaw/Start,"Знайома сцена, але все розставлено інакше..."
Puzzle/Notebook/PictureJigsaw/Undone,"Фото неповне. Цікаво,
де ж інший фрагмент..."
Puzzle/Repair/RadioPainting/After,"Невже з касетним програвачем теж щось станеться?
Як із кухнею? Мабуть, варто перевірити ще раз."
Puzzle/Repair/RadioPainting/End,"Невже з касетним програвачем теж щось станеться?
Як із кухнею? Мабуть, варто перевірити ще раз."
Puzzle/Repair/RadioPainting/Start,"Касетний програвач на картині
схожий на мій."
Puzzle/Routine/Night_RadioB/Start,"Біла касета не така, як ті, що я
зазвичай слухаю. Цікаво, що на ній?"
Puzzle/Painting/Lavender_First/End,"Потрібен ще один колір. Схоже,
завершити її поки що не вийде."
Puzzle/Painting/Lavender_First/Start,"Невже це я малювала? Виглядає точнісінько
як та, що на фото."
NPC/Room/Bed/Ch5,Зараз не час спати.
NPC/Room/Coffee/Ch5,Зараз не час варити каву.
NPC/Room/Computer/Ch5,"Тут нічого не знайти. Мабуть,
варто пошукати деінде."
NPC/Room/Kitchen/Ch5,"Тут нічого не знайти. Мабуть,
варто пошукати деінде."
NPC/Room/OutsideDoor/Ch5/After,"Тут нічого не знайти. Мабуть,
варто пошукати деінде."
NPC/Room/Radio/Ch5,Ця мелодія повернула мені всі спогади...
NPC/Room/Sketch/Ch5,«1618»
NPC/Room/StoreroomDoor/Ch5,"Тут нічого не знайти. Мабуть,
варто пошукати деінде."
NPC/Room/Window/Ch5/start,"Вікна наче забиті. Усе, що я бачу, —
це текстура дерева..."
NPC/RyeMemory/Radio,Ця музика і цей краєвид...
NPC/RyeMemory/ShortCanvas,"Людина, яку я колись добре знала. Цікаво,
скільки років минуло від того дня..."
NPC/RyeMemory/TallCanvas,Невже це я малюю...?
NPC/RyeMemory/Window,"Те вікно... Невже воно там, де я думаю?"
Puzzle/Painting/Lavender_End/Correct/1,"Як же добре мати друга
зі спільними захопленнями."
Puzzle/Painting/Lavender_End/Correct/2,"Мені так подобався час, проведений із ним,
і наші спільні хвилини творчості."
Puzzle/Painting/Lavender_End/Correct/3,"Через пензель я нагадаю собі
ніколи більше не забувати цих митей..."
Puzzle/Painting/Lavender_End/Correct/4,"Після всіх цих спільних митей
що ж із нами сталося?"
Puzzle/Painting/Lavender_End/IncorrectColor/1,"Здається, я помилилася. Колір не той."
Puzzle/Painting/Lavender_End/IncorrectColor/2,"Це не та сцена, що в моїй пам’яті.
Мабуть, я неточно запам’ятала деталі..."
Puzzle/Painting/Lavender_End/IncorrectColor/3,"Колір не той. Мабуть,
варто глянути на старе фото..."
Puzzle/Painting/Lavender_End/Start,"Усі потрібні кольори є.
Тепер я можу завершити картину!"
Puzzle/Preview/CoffeeStorePainting/Ch5,"Кафе, куди ми часто ходили. Тут ми ділилися
натхненням і власним досвідом."
Puzzle/Preview/LavenderPainting/Ch5,"Лавандове поле, де ми робили начерки.
Цей безмежний фіолет повернув спогади..."
Puzzle/Preview/RyePainting/Ch5,"Пшеничне поле, де ми колись були. Саме там
ми малювали й говорили про мрії."
NPC/CoffeeStoreMemory/Notebook,"Я часто тут працювала. Наші «випадкові» зустрічі
в кафе поступово стали негласною звичкою."
NPC/CoffeeStoreMemory/Sign,"Тут ми ховалися від дощу, тут завжди
зустрічалися і тут придумали шифр."
NPC/CoffeeStoreMemory/Tape,"Музика з цієї білої касети —
моя улюблена. Як я могла забути..."
NPC/CoffeeStoreMemory/Window,Я пам’ятаю краєвид за вікном...
Puzzle/Routine/Day_RadioB/End,"Я запросила його й показала
свою картину перед від’їздом до Нью-Йорка."
Puzzle/Routine/Day_RadioB/Start,Тепер пригадую... Той день і та пісня...
Item/Pigment_Violet/Desc,Фіолетовий. Це мій колір.
Item/Pigment_Violet/Title,Фіолетова фарба
NPC/LavenderMemory/Picnic,"Це те саме місце. Кожну дрібну мить,
прожиту тут... я хотіла намалювати."
NPC/LavenderMemory/Pigment,Це останній і найважливіший колір.
NPC/LavenderMemory/TwoCanvas,"Тут ми з ним зробили безліч начерків
разом. Це стало моїм улюбленим місцем."
Hint/Item/Pigment_Violet,"Та остання картина...
Невже я її так і не завершила?"
NPC/RoomMemory/Coffee,"Ми говорили про свої роботи
й ділилися мріями, як завжди."
NPC/RoomMemory/OutsideDoor,"Щоразу, відчиняючи двері й
бачачи його, я мимоволі всміхалася."
NPC/RoomMemory/Window,"Того дня я показала йому свою роботу,
як завжди, а тоді сказала..."
NPC/RoomMemory/Window/Before,"Я нарешті завершила свою
картину з лавандовим полем."
Cinema/Goodbye/Congratulation,...Вітаю!
Cinema/Goodbye/Offer,...Мою роботу прийняли.
Item/Brush/Desc,"Часто вживаний пензель. Він заплямований
усіма кольорами, але досі чудово малює."
Item/Brush/Title,Старий пензель
Puzzle/Repair/JackSign/Correct,Ось так!
Puzzle/Repair/JackSign/Duplicated,Це вже написано.
Puzzle/Repair/JackSign/Incorrect,Не те.
Puzzle/Repair/JackSign/Start,Невже це... перевернута «J»?
Hint/Puzzle/Repair/JackSign,"Його ім’я... Здається, я бачила «J» біля вікна...?"
Hint/Puzzle/Scene/GalleryScene,Краєвид і звуки за вікном раптом змінилися...
Cinema/End/End,"Що скажеш, Джеку?"
Cinema/End/Start,"Час зосередитись на мистецтві!
Я малюватиму найкращі краєвиди."
Item/DLC_Brush/Desc,Мій улюблений Ембер забрала із собою до Нью-Йорка.
Item/DLC_Brush/Title,Мій пензель
Item/DLC_Pigment_Blue/Desc,"Синій — глибокий колір, але часом меланхолійний."
Item/DLC_Pigment_Blue/Title,Синя фарба
Item/DLC_Pigment_Green/Desc,Зелений — улюбленець природи й колір життя.
Item/DLC_Pigment_Green/Title,Зелена фарба
Item/DLC_Pigment_White/Desc,Білий — колір спокою та умиротворення.
Item/DLC_Pigment_White/Title,Біла фарба
Item/DLC_Sketch_Rye/Desc,"Пшеничне поле, де ми разом робили начерки."
NPC/Jackroom/JackLetter/Ch1/Before,Мій письмовий стіл.
NPC/Jackroom/AmberBox/Ch1/Before,"Скринька з фарбами, яку лишила Ембер."
Item/DLC_Picture_AmberRoom/Desc,"Фото з нами та її картиною,
зроблене перед від’їздом до Нью-Йорка."
NPC/Jackroom/Door/Ch1,"Не найкращий час виходити.
Ще є справи."
Hint/DLC/ToCatFood,"Що, зголодніли?"
NPC/Jackroom/Cat/Ch1/BeforeFeed,"А ти добряче погладшала...
Така маленька й брудна була, коли я тебе підібрав."
NPC/Jackroom/Watering/Ch1,Запах лаванди заспокоює думки.
Puzzle/DLC/Watering_01/Start,Лаванда нагадує мені рідні краї.
Puzzle/DLC/Watering_01/End,Хай вона завжди буде такою квітучою.
Puzzle/DLC/MainPaint/Rye_01/Start,"Це чернетка.
Спершу гляну на начерк."
Puzzle/DLC/MainPaint/Rye_01/End,Чогось бракує.
Puzzle/DLC/MainPaint/Rye/Correct/1,"Це те пшеничне поле,
де ми разом робили начерки."
Puzzle/DLC/MainPaint/Rye/Correct/2,"Сумую за запахом пшеничного поля
і за днями, коли ми малювали разом."
Puzzle/DLC/MainPaint/Rye/Correct/3,Той день назавжди закарбувався в пам’яті.
Puzzle/DLC/MainPaint/Rye/Correct/4,"Я досі пам’ятаю пісню,
яку ми слухали того дня."
Puzzle/DLC/MainPaint/Rye/Correct/5,"Свіжий вітерець, тепле сонце
і найкращий у світі пікнік..."
NPC/Jackroom/CatFood/Ch1,"Щойно почують, як відкривається
банка, одразу прибігають."
NPC/Jackroom/Cat/Ch1/AfterFeed,"Ембер було б приємно це побачити!
Цікаво, як їй ведеться в Нью-Йорку."
Puzzle/DLC/CatFood_01/Start,Банки з котячим кормом. Ось від чого вони гладшають.
Puzzle/DLC/CatFood_01/End,Гаразд. Ідіть сюди!
NPC/Jackroom/Canvas/Ch1/FindColor,Мені потрібна жовта фарба.
NPC/Jackroom/Canvas/Ch1/After,"Той пагорб, яким я його пам’ятаю."
Hint/DLC/ToLetter_Receiving_01,Це стукіт у двері?
Puzzle/DLC/Letter_Receiving_01/Start,Вона надіслала мені листа!
Puzzle/DLC/Letter_Receiving_01/End,"Тюбик жовтої фарби?
Як же вчасно!"
Item/DLC_AmberLetter_01/Title,Лист від Ембер
Item/DLC_AmberLetter_01/Desc,"Сподіваюся, з її виставкою все склалося добре."
Item/DLC_AmberPicture_01/Title,Фото Ембер
Item/DLC_AmberPicture_01/Desc,"Навіть у Нью-Йорку вона така ж життєрадісна, як завжди."
NPC/Jackroom/JackLetter/Ch1/After,"Добре було б надіслати їй те, за чим вона сумує."
Puzzle/DLC/Letter_Replying_Fail_01/Start,З чого почати?
Puzzle/DLC/Letter_Replying_Fail_01/End,"Щось не те.
Повернуся до цього пізніше."
Item/DLC_Sketch_Cat/Desc,"Начерк, де Джинджер і Бісквіт пригорнулися одне до одного...
Ембер це сподобається."
Item/DLC_Pigment_Yellow/Desc,Жовтий — колір світла й надії.
Item/DLC_Pigment_Yellow/Title,Жовта фарба
NPC/Jackroom/AmberBox/Ch1/After,Вона завжди мене надихає.
NPC/Jackroom/CatFood/Ch1/Sleep,Від цих банок мої коти гладшають.
NPC/Jackroom/Cat/Ch1/Sleep,"Хотів би я спати так, як ці коти."
Puzzle/DLC/Sketch_Cat/Start,Сплять. Які ж гарні.
Puzzle/DLC/Sketch_Cat/End,"Коти, що сплять, — коти щасливі.
Ембер це сподобається."
Puzzle/DLC/AmberBox_01/Start,Я знаю комбінацію.
Puzzle/DLC/AmberBox_01/End,"Жовта фарба в мене.
Я знаю, що з нею робити."
Puzzle/DLC/MainPaint/Rye_02/Start,Колір сонця й життєвої сили...
Puzzle/DLC/MainPaint/Rye_02/Exit,"Повернуся до цього, коли прийде натхнення."
Puzzle/DLC/MainPaint/Rye_02/End,"Без її фарби я б не впорався.
Треба їй як слід подякувати."
Hint/DLC/ToLetter_Replying_Fin_01,"З’явилися думки...
Треба написати Ембер у відповідь."
Puzzle/DLC/Letter_Replying_Fin_01/Start,"Начерк із котами
підніме їй настрій."
Puzzle/DLC/Letter_Replying_Fin_01/End,Чи напише вона у відповідь?
Item/DLC_Sketch_Cafe/Desc,Колись ми часто тут бували.
NPC/Jackroom/JackLetter/Ch2/Before,Мій письмовий стіл.
NPC/Jackroom/Door/Ch2,"Ще є картини, які треба дописати."
Item/DLC_Lavender/Title,Гілочка лаванди
Item/DLC_Lavender/Desc,"Вона зів’яла, але досі пахне сонцем."
NPC/Jackroom/Watering_02/Ch2,"Моя лаванда в’яне.
Мабуть, їй бракує сонця?"
Puzzle/DLC/Watering_02/Start,Чи оживе вона?
Item/DLC_Pigment_Red/Title,Червона фарба
Item/DLC_Pigment_Red/Desc,Червоний — колір пристрасті та дії.
Item/DLC_AmberNote/Title,Записка Ембер
Item/DLC_AmberNote/Desc,"Схоже, вона написала це, щоб підбадьорити себе."
NPC/Jackroom/Table/Ch2,Майстерню давно пора прибрати.
Puzzle/DLC/Cleaning/Start,Треба покласти все на свої місця.
Puzzle/DLC/Cleaning/AmberBox,"Ця комбінація нагадує мені
про чудовий час, що ми провели разом."
NPC/Jackroom/Canvas/Ch2/AfterRed,"Повернуся до цього, коли прийде натхнення."
Puzzle/DLC/MainPaint/Cafe_01/Start,Іноді дрібниці важать найбільше.
Puzzle/DLC/MainPaint/Cafe_01/FindColor,"Повернуся до цього, коли прийде натхнення."
Puzzle/DLC/MainPaint/Cafe_01/Exit,"Мені потрібна червона фарба.
Треба її знайти, щоб завершити картину."
Puzzle/DLC/MainPaint/Cafe_01/End,"Майже готово, але мене це не тішить.
Бракує натхнення."
Puzzle/DLC/MainPaint/Cafe_01/Correct/1,Скільки ідей ми тут переказали одне одному...
Puzzle/DLC/MainPaint/Cafe_01/Correct/2,"Мистецтво, музика, життя...
Ми говорили про все."
Puzzle/DLC/MainPaint/Cafe_01/Correct/3,Я мало не чую запах кави.
Puzzle/DLC/MainPaint/Cafe_01/Correct/4,"Випадок нас звів.
Доля нас познайомила."
Puzzle/DLC/MainPaint/Cafe_01/Correct/5,Це й досі моє улюблене місце для кави.
Puzzle/DLC/MainPaint/Cafe/Duplicated/1,Цю частину я вже намалював.
Puzzle/DLC/MainPaint/Cafe/Duplicated/2,Треба бути уважнішим.
Puzzle/DLC/MainPaint/Cafe/Duplicated/3,Тут варто бути пильнішим.
Puzzle/DLC/MainPaint/Cafe/IncorrectColor/1,Не той колір.
Puzzle/DLC/MainPaint/Cafe/IncorrectColor/2,Не зовсім те.
Puzzle/DLC/MainPaint/Cafe/IncorrectColor/3,Треба дещо змінити.
Hint/DLC/ToLetter_Receiving_02,"Стукіт у двері.
Знову листоноша?"
Item/DLC_OtherLetter_01/Title,Рекомендаційний лист від професора
Item/DLC_OtherLetter_01/Desc,"Мабуть, відмовлятися вдруге не варто..."
Item/DLC_OtherLetter_02/Title,Рахунок за оренду
Item/DLC_OtherLetter_02/Desc,Минув іще один місяць.
Item/DLC_AmberLetter_02/Title,Лист від Ембер
Item/DLC_AmberLetter_02/Desc,"Цікаво, чи бачимо ми одну й ту саму осінь?"
Item/DLC_MapleLeaf/Title,Сухий кленовий листок
Item/DLC_MapleLeaf/Desc,Час підфарбував його червоним і жовтим.
Puzzle/DLC/Letter_Receiving_02/Start,"Скільки листів.
Чи є привіт із Нью-Йорка?"
Puzzle/DLC/Letter_Receiving_02/End,"Відтінки червоного й жовтого...
Здається, у мене з’явилася ідея."
NPC/Jackroom/Canvas/Ch2/After,"Цікаво, чи знайшла вона
в Нью-Йорку кафе до душі?"
Puzzle/DLC/MainPaint/Cafe_02/Start,Призахідне сонце лишає по собі відблиск часу.
Puzzle/DLC/MainPaint/Cafe_02/End,"Ембер щоразу надихає мене
своїми листами. Як їй віддячити?"
Puzzle/DLC/MainPaint/Cafe_02/Correct/1,"Кафе й досі на місці,
але все вже інакше..."
Puzzle/DLC/MainPaint/Cafe_02/Correct/2,Час нікого не чекає...
Puzzle/DLC/MainPaint/Cafe_02/Correct/3,"Чи зможемо ми знову творити спогади,
як вона писала в листі?"
NPC/Jackroom/JackLetter/Ch2/After,Важко вкласти думки в слова.
Puzzle/DLC/Letter_Replying_Fail_02/Start,З чого почати?
Puzzle/DLC/Letter_Replying_Fail_02/End,"Щось не те.
Повернуся до цього пізніше."
NPC/Jackroom/CatFood/Ch2,Джинджер і Бісквіт обоє люблять цю марку.
NPC/Jackroom/Kitten/Ch2/AfterFeed,"Бісквіт їсть із апетитом.
А в Джинджер апетиту, схоже, немає..."
Puzzle/DLC/CatFood_02/Start,"Вони ще не зголодніли,
але я однаково приготую їжу."
Puzzle/DLC/CatFood_02/End,Їхній обід готовий.
Puzzle/DLC/Letter_Replying_Fin_02/Start,З’явилися думки...
Puzzle/DLC/Letter_Replying_Fin_02/Flower,Надішлю їй іще й цю лаванду.
Puzzle/DLC/Letter_Replying_Fin_02/End,"Сподіваюся, мій дарунок і слова надихнуть і її."
NPC/Jackroom/Door/Ch3,Давненько я не виходив з дому.
NPC/Jackroom/JackLetter/Ch3/Before,"Минуло чимало часу
від її останнього листа."
NPC/Jackroom/Cat/Ch2/Sick,"Джинджер старішає й
дедалі більше відпочиває."
NPC/Jackroom/Watering/Ch3,"Схоже, поливати це вже не треба."
Item/DLC_Sketch_Street/Desc,Цей дощ нас познайомив.
Puzzle/DLC/Letter_Receiving_03/Start,Скільки пошти.
Puzzle/DLC/Letter_Receiving_03/End,"Давно від неї нічого не чути.
Як вона там?"
Item/DLC_OtherLetter_03/Title,Листівка кафе EOS
Item/DLC_OtherLetter_03/Desc,Листівка щойно відкритого кафе.
Item/DLC_OtherLetter_04/Title,Реклама гіпермаркету
Item/DLC_OtherLetter_04/Desc,Останнім часом реклами стає все більше.
Item/DLC_OtherLetter_05/Title,Показ у галереї: запрошення художниці
Item/DLC_OtherLetter_05/Desc,"Мене вперше запрошують на щось
настільки велике. Доведеться постаратися."
Puzzle/DLC/MainPaint/CafeOutside/Start,"«Найкращий краєвид»...
Ця тема мені знайома."
Puzzle/DLC/MainPaint/CafeOutside/End,"Дощова сцена, яку я так добре пам’ятаю.
Але чи можу я назвати її завершеною?"
Puzzle/DLC/ExhibitPaint_Amber_01/Start,Який же краєвид найкращий?
Puzzle/DLC/ExhibitPaint_Amber_01/End,"Стільки часу минуло,
а я досі чітко пам’ятаю її усмішку..."
NPC/Jackroom/Canvas/Ch3/BeforeOutside,Треба перепочити.
Puzzle/DLC/AmberBox_02/Start,"Чи пам’ятає вона ще,
що ця скринька з фарбами тут?"
Puzzle/DLC/AmberBox_02/End,Тепер вона порожня...
NPC/Jackroom/AmberBox/Ch3/After,Чи пам’ятає вона ще цю скриньку з фарбами?
Hint/DLC/GoOut,"Мабуть, і я прогуляюся."
NPC/Jackroom/CatFood/Ch3,"Бісквіт знову надворі.
Точнісінько як Джинджер замолоду."
Puzzle/DLC/CatFood_03/Start,Де ж Бісквіт?
Puzzle/DLC/CatFood_03/End,Обід для Бісквіта готовий.
NPC/Jackroom/CatFood/Ch3/After,Бісквіт надворі.
NPC/CatAlley/Phantom,...Ембер?
NPC/CafeStreet/Cafe,"Сьогодні зачинено.
Мабуть, перечекаю тут."
NPC/CafeStreet/Phantom/1,"Цікаво, що вона зараз робить."
NPC/CafeStreet/Phantom/2,Я досі бачу її подумки...
NPC/CafeStreet/Phantom/3,"Чи вона й досі так само йде до мети,
як писала в листах?"
NPC/CafeStreet/Phantom/4,"Колись ми говорили про мрії.
А про що мріяв тоді я?"
NPC/CafeStreet/Phantom/5,"Вона завжди лишається собою.
А я?"
NPC/Jackroom/Kitten/BeforeOutside,Ось ти де. Хочеш надвір?
NPC/JackRoomOutSide/Kitten/1,Вийшов подихати свіжим повітрям?
NPC/JackRoomOutSide/Kitten/2,Уже втомився? Твій обід усередині.
NPC/JackRoomOutSide/Phantom,"Невже це та, про кого я думаю...?"
Puzzle/DLC/Sketch_Sapling/Start,Життя таке живуче...
Puzzle/DLC/Sketch_Sapling/End,"Гарне деревце.
Варто цінувати дрібниці життя."
NPC/Park/Sapling,"Деревце в снігу, повне життя."
Item/DLC_Sketch_Sapling/Desc,Життя таке живуче...
Puzzle/DLC/Sketch_Bakery/Start,"Пекарня, про яку я не знав.
Справи в неї йдуть непогано."
Puzzle/DLC/Sketch_Bakery/End,"Маленька пекарня, залита теплим світлом.
І пахне так смачно."
NPC/CatAlleyEnd/Bakery,Відвідувачі оживляли цей провулок.
Item/DLC_Sketch_Bakery/Desc,Я досі відчуваю запах свіжоспеченого хліба.
Puzzle/DLC/Sketch_OldWall/Start,Птахи перечікують сніг.
Puzzle/DLC/Sketch_OldWall/End,"Куди вони подінуться, коли сніг ущухне?"
NPC/CatAlleyEnd/OldWall,"Чи зів’ють вони тут гніздо, коли прийде весна?"
Item/DLC_Sketch_OldWall/Desc,Заздрю птахам — вони такі вільні.
Puzzle/DLC/Sketch_Snow/Start,"Є краса, яку помічаєш лише тоді,
коли відпускаєш."
Puzzle/DLC/Sketch_Snow/End,Сніг припинився.
Item/DLC_Sketch_Snow/Desc,"Гарний сніжний краєвид, що трапився мені на очі."
Item/DLC_AmberLetter_03/Desc,Довгоочікуване запрошення від Ембер.
Item/DLC_AmberLetter_03/Title,Запрошення на виставку Ембер
Puzzle/DLC/Letter_Receiving_04/Start,Це лист від неї.
Puzzle/DLC/Letter_Receiving_04/End,Нью-Йорк такий далекий.
Puzzle/DLC/ExhibitPaint_Amber_02/Start,"Для виставки —
«Найкращий краєвид»..."
Puzzle/DLC/ExhibitPaint_Amber_02/End,"Можливо, найкращий краєвид —
зовсім і не краєвид..."
Puzzle/DLC/ExhibitPaint_Amber_02/Drag/1,Іноді жалі — це теж створені спогади.
Puzzle/DLC/ExhibitPaint_Amber_02/Drag/2,Час минає й нікого не чекає.
Puzzle/DLC/ExhibitPaint_Amber_02/Drag/3,"Ти завжди нагадуєш мені не
кидати те, що я по-справжньому люблю."
Puzzle/DLC/Letter_Replying_Fin_03/Start,"Дякую, що нагадала мені про все це."
Puzzle/DLC/Letter_Replying_Fin_03/End,Я вдячний.
NPC/Jackroom/Canvas/Ch4,"Погода гарна.
Згодом вийду погрітися на сонці."
NPC/Jackroom/Door/Ch4,Згодом вийду зробити начерк.
NPC/Jackroom/JackLetter/Ch4,Треба колись знайти час і розібрати листи.
NPC/Jackroom/BestPainting/Ch4,Для мене це найкращий краєвид.
NPC/Jackroom/Kitten/Ch4/Before,"Привіт, Бісквіте.
Як ся маєш?"
NPC/Jackroom/Watering/Ch4,"Засушена лаванда гарна по-своєму.
Вона нагадує мені рідні краї."
Puzzle/DLC/Letter_Receiving_05/Start,Лист від Академії мистецтв.
Puzzle/DLC/Letter_Receiving_05/End,"Добре знати, що справи йдуть добре."
Item/DLC_OtherLetter_06/Title,Подячний лист від Академії
Item/DLC_OtherLetter_06/Desc,За ці роки я багато зробила.
NPC/Jackroom/Kitten/Ch4/After,"Дякую, що ти мені друг."
NPC/Jackroom/Poster/Ch1,Заздрю Мілле з його успіхом.
NPC/Jackroom/Poster/Ch2,Цей художник — мій взірець.
NPC/Jackroom/DecoPainting_Rye/Ch2,"Пшеничне поле хвилюється на вітрі...
Наче це було вчора."
NPC/Jackroom/DecoPainting_Rye/Ch3,"Наше минуле, перенесене на полотно..."
NPC/Jackroom/DecoPainting_Rye/Ch4,Жовтий — колір світла й надії.
NPC/Jackroom/DecoPainting_Lavender/Ch1,Спогади про наші хвилини творчості.
NPC/Jackroom/DecoPainting_Lavender/Ch4,Фіолетовий — її колір.
NPC/Jackroom/DecoPainting_Cafe/Ch3,"Кафе на заході сонця.
Відтінок, наче в пожовклого фото."
NPC/Jackroom/DecoPainting_Cafe/Ch4,Час підфарбовує яскраві спогади жовтим.
NPC/Jackroom/DecoPainting_CafeStreetSnow/Ch4,"Робота, яку я тоді подав на показ
у галереї. Її дуже добре прийняли."
NPC/Jackroom/DecoPainting_Hill/Ch1,"Одна з моїх недавніх робіт,
якою я цілком задоволений."
NPC/Jackroom/DecoPainting_Hill/Ch2,Треба прибрати старі картини.
NPC/Jackroom/DecoPainting_Hill/Ch4,"Стара картина. Це вона надихнула мене
малювати тепле сонячне світло."
NPC/Jackroom/Woodcarving/Ch1,"Кілька давніх різьблених фігурок.
Люблю різьбити, коли не малюю."
NPC/Jackroom/Woodcarving/Ch2,Коли я востаннє різьбив по дереву?
NPC/Jackroom/Woodcarving/Ch4,"Дерев’яні дрібнички, які я вирізьбив.
Сусідська дітлашня їх обожнює."
